ChiSqrHorizontalRelativeVolume;ChiSqrVerticalRelativeVolume;RsRelativeVolume;KzhaHorizontalThreshold;KzhaHorizontalBitsVolume;KzhaVerticalThreshold;KzhaVerticalBitsVolume;PixelsNum;IsDataHided
0;0;0,051029043;0;0;0;0;164208;False
0;0;0,010062498696911762;0;0;0;0;267600;False
0;0;0,4379482833102184;0;0;0;0;436560;True
0,5783333333333334;0,5783333333333334;0,6747823515754421;0;0;0;0;231600;True
0;0;0,5349450175592337;0;0;0;0;245250;True
1;1;0,5780804486396961;0;0;0;0;255600;True
0,003333333;0,003333333;0,007583654;0;0;0;0;274800;False
0,007736944;0,007736944;0,2283762170132019;0;0;0;0;314336;True
0,5218181818181818;0,5218181818181818;0,37163994791261534;0;0;0;0;412500;True
0;0;0,061745547;0;0;0;0;360000;False
0,00125;0,00125;0,37349511447791284;0;0;0;0;640000;True
0;0;0,001827107;0;0;0;0;699392;False
0,574108818;0,574108818;0,35815030572625645;0;0;0;0;852800;True
0;0;0,19160051110347998;0;0;0;0;1708800;False
0;0;0,028358283540055377;0;0;0;0;2073600;False
0,003825555;0,003825555;0,7626577348185787;0;0;0;0;5290736;True
0,013002364066193853;0,013002364066193853;0,001517624;0;0;0;0;5136912;False
0;0;0,051478598243444834;0;0;0;0;125136;False
0;0;0,023127508495433338;0;0;0;0;196944;False
0;0;0,025494756290128248;0;0;0;0;197472;False
1;1;0,1583490829376491;0;0;0;0;231000;True
0,18087318087318088;0,18087318087318088;0,19553654068282733;0;0;0;0;240500;False
0;0;0,066805461;0;0;0;0;278784;False
0,204;0,204;0,46179010857511466;0;0;0;0;250000;True
0;0;0,10204598286093813;0;0;0;0;250000;False
0,828;0,828;0,20457641662646406;0;0;0;0;249000;True
0;0;0,016190559209710156;0;0;0;0;268200;False
0,015691868758915834;0,015691868758915834;0,03993251;0;0;0;0;332274;False
0;0;0,006194111;0;0;0;0;424000;False
0,24617524339360222;0,24617524339360222;0,12788184333783406;0;0;0;0;413425;True
1;1;0,8594062336073401;0;0;0;0;468600;True
0,006666667;0,006666667;0,3206314143292501;0;0;0;0;562500;True
0,001041667;0,001041667;0;0;0;0;0;650880;False
0;0;0,38649973893833384;0;0;0;0;1500000;True
0,000938086;0,000938086;0,6310218647717724;0;0;0;0;1705600;True
0;0;0,2713815679488501;0;0;0;0;3323008;True
0,064375;0,064375;0,063148129;0;0;0;0;4096000;True
0;0;0,001769389;0;0;0;0;196944;False
0;0;0,034611284;0;0;0;0;196944;False
0;0;0,077552578;0;0;0;0;196944;False
0,8280922431865828;0,8280922431865828;0,24295741844967464;0;0;0;0;238500;True
0,015384615384615385;0,015384615384615385;0,16409967025253963;0;0;0;0;259350;False
0,2784552845528455;0,2784552845528455;0,27146270290057267;0;0;0;0;246000;True
1;1;0;0;0;0;0;250000;True
0,21;0,21;0,712637926;0;0;0;0;229000;True
0,094;0,094;0,23454617396430258;0;0;0;0;250000;False
0,18;0,18;0,339028823;0;0;0;0;250000;True
0,008;0,008;0,23918099761795916;0;0;0;0;240500;False
0,033264033264033266;0,033264033264033266;0,24956680786966748;0;0;0;0;240500;True
1;1;0,6920878353532037;0;0;0;0;322000;True
0;0;0,021387574289778305;15,832368547900755;0;0;0;406272;False
0,6522388059701493;0,6522388059701493;0,28930049515515754;0;0;0;0;326960;True
0,008450704;0,008450704;0,041092658;0;0;0;0;391920;False
0;0;0,6572000330360718;0;0;0;0;750000;True
0;0;0,11388904135333056;0;0;0;0;1707200;False
0,7216367017978921;0,7216367017978921;0,2244874908296114;0;0;0;0;2196906;True
0,008849558;0,008849558;0,005487192;0;0;16,329413263362106;0;5489088;False
0;0;0,1284267264631067;0;0;0;0;196944;True
0,023060796645702306;0,023060796645702306;0,015835050884513386;0;0;0;0;386847;False
0,11;0,11;0,14532372087294348;0;0;0;0;243500;True
0,6311166875784191;0,6311166875784191;0,14181694764305083;0;0;0;0;449508;True
0,178;0,178;0,25516569474192674;0;0;0;0;250000;True
0;0;0,008484494;0;0;0;0;424000;False
0;0;0,44646046617214097;0;0;0;0;394416;True
0;0;0,001723338;0;0;0;0;524288;False
0,041139241;0,041139241;0,15146938767081128;0;0;0;0;316000;False
0,013850415512465374;0,013850415512465374;0,1646953925774068;0;0;0;0;505400;True
0,328125;0,328125;0,13706912240162525;0;0;0;0;433152;True
0,7177083333333333;0,7177083333333333;0,5239269307357598;0;0;0;0;657600;True
0;0;0,010865173784792343;0;0;0;0;449680;False
0;0;0,011226871696582619;64,83564656886037;13;60,65144656983794;1624;812000;True
0,002929688;0,002929688;0,029352887571996805;0;0;0;0;1303552;False
0;0;0,000998857;0;0;0;0;717300;False
0;0;0,001581739;0;0;0;0;698088;False
0;0;0,003983991;0;0;0;0;1080000;False
0;0;0,003835426;0;0;0;0;1458000;False
0;0;0,002286618;0;0;0;0;7930472;False
0;0;0,5705933205683363;0;0;0;0;196944;True
0,061538462;0,061538462;0,5211687922613378;54,38090267138073;696;84,71985171913556;13;227500;True
0,23198198198198197;0,23198198198198197;0,29873688640902335;0;0;0;0;222000;False
1;1;0,2108375032013683;0;0;0;0;245000;True
0,01026694;0,01026694;0,47829966521663114;0;0;0;0;243500;True
0,00625;0,00625;0,021063361;67,33855965;1416;65,15915371504416;23;424000;True
0,178;0,178;0,10906742037891266;0;0;0;0;234500;False
0,001644737;0,001644737;0,007475321;0;0;0;0;656640;False
0,06043956;0,06043956;0,6340048670875715;0;0;0;0;414960;True
0;0;0,001414985;0;0;0;0;594000;False
0,019784172661870502;0,019784172661870502;0,7986329315406758;0;0;0;0;352504;True
0,3490136570561457;0,3490136570561457;0,21490212490433944;0;0;0;0;970048;True
0;0;0,010112557111239899;45,95789287721751;13;41,90454011;848;629013;True
0;0;0,18700645746566305;0;0;0;0;680960;True
0;0;0,001804614;0;0;0;0;1419582;False
0,001257862;0,001257862;0,068604788;0;0;0;0;1033500;False
0,5477050025786487;0,5477050025786487;1,0321375187670236;0;0;0;0;2863903;True
0;0;0,006305197;0;0;0;0;4101920;False
0,003937008;0,003937008;0;0;0;0;0;5153152;False
0,003104385;0,003104385;0,076874349;41,872894185372324;61424;48,541401138242946;243;5215848;True
0,014;0,014;0,26047597457364485;0;0;0;0;240000;False
0,019851116625310174;0,019851116625310174;1,8383790893472105;0;0;0;0;201500;True
0,124;0,124;0,068172624;0;0;0;0;250000;False
0;0;0,33527556819870097;0;0;0;0;241000;False
0;0;0,9097442469465972;49,29305357065739;1380;48,40475494579411;34;289280;True
0;0;0,4255616766700184;0;0;0;0;248000;False
0,3106796116504854;0,3106796116504854;0,745309082;0;0;0;0;556200;True
0,3642241379310345;0,3642241379310345;0,5000421265475422;0;0;0;0;232000;True
0,012165450121654502;0,012165450121654502;0,023692026423763207;0;0;0;0;300030;False
0;0;0,005386197;0;0;0;0;707000;False
0;0;0,6433314103947437;0;0;0;0;651750;True
0;0;0,061664647852048615;40,60684484;8;0;0;483356;True
0,001177856;0,001177856;0,011058755263290991;0;0;55,677225856129425;296;509400;True
0,001369863;0,001369863;0,3437949306201105;0;0;0;0;537280;True
0;0;0,060637993;0;0;0;0;655360;False
0,001666667;0,001666667;0,4810983250990866;0;0;0;0;648000;True
0;0;0,31736108440554783;0;0;0;0;1600000;False
0;0;0,4104677229297635;0;0;0;0;1708800;True
0;0;0,004042065;0;0;0;0;1773000;False
0,003089996;0,003089996;0,003373006;0;0;0;0;5240136;False
0;0;0,045992279906337176;0;0;0;0;197472;False
0;0;0,38212413509834403;0;0;0;0;250000;False
0;0;0,073513041;47,13043109878221;20;47,13043109878221;12;212256;True
0;0;0,012598736701925349;0;0;0;0;477144;False
0,7736111111111111;0,7736111111111111;0,17142661380013116;0;0;0;0;518400;True
0;0;0,13641938988900335;0;0;0;0;599540;True
0,03815261;0,03815261;0,5267304584818394;0;0;0;0;509952;True
0;0;0,3778591423538676;0;0;0;0;524288;True
0,623448276;0,623448276;0,13588610293874162;0;0;0;0;398750;True
0;0;0,012206129347692413;60,293753221845066;560;60,293753221845066;8;509400;True
0,7949061662198391;0,7949061662198391;0,8532703643917164;0;0;0;0;758682;True
0,015555555555555555;0,015555555555555555;0,10814725375659014;0;0;0;0;1057500;False
0;0;0,2261826976705669;0;0;0;0;1131000;True
0,056481481;0,056481481;0,036621382606960025;0;0;0;0;933120;True
0,0015625;0,0015625;0,075194409;42,774570559706646;24232;64,19731372;152;1638400;True
0;0;0,012332837569623037;0;0;65,57016371915867;10;1585500;False
0;0;0,012332837569623037;0;0;65,57016371915867;10;1585500;False
0;0;0,012332837569623037;0;0;65,57016371915867;10;1585500;False
0;0;0,10081428418750786;0;0;0;0;2160000;False
0;0;0,4412124882405823;0;0;0;0;3431040;True
0,2359081419624217;0,2359081419624217;0,1887295498824432;0;0;0;0;239500;False
0,026;0,026;0,3819906760361538;0;0;0;0;224500;False
0,022818791946308724;0,022818791946308724;0,4015791549841737;0;0;0;0;402300;True
0;0;0,5478126390817851;0;0;0;0;281385;True
0,898;0,898;0,25241423826339054;0;0;0;0;250000;True
0,176;0,176;0,1479065185348748;78,16985338525205;23;49,784691848055004;974;250000;True
0;0;0,003017721;0;0;0;0;590002;False
0;0;0,005721655;0;0;0;0;448987;False
0,033694344;0,033694344;0,053638857;0;0;0;0;468684;True
0;0;0,5736734943617728;0;0;0;0;426400;True
0;0;0,047974322;0;0;0;0;756480;True
0,001481481;0,001481481;0,3343688135098149;57,785424546154005;131;80,25212830986777;23;675000;True
0,00149925;0,00149925;0,031436209;0;0;0;0;667000;False
0,4244521337946944;0,4244521337946944;0,19204419780488316;0;0;0;0;1127100;True
0;0;0,3205541713764646;0;0;0;0;1705600;False
0;0;0,7546550407653196;0;0;0;0;1725321;False
0;0;0,020696174764917787;0;0;0;0;2073600;False
0;0;0,11467729685463583;0;0;0;0;2073600;True
0,778125;0,778125;0,1987666971174896;43,54005598454851;8;0;0;2073600;True
0,42015579357351507;0,42015579357351507;0,1273475418184918;0;0;16,027352470709754;0;5208944;True
0,004319654;0,004319654;0,2291842147319655;72,83287329335931;29;64,86102407621054;635;231500;True
0,10978520286396182;0,10978520286396182;0,8971743546561676;0;0;0;0;209500;True
0,012;0,012;2,399897628;0;0;0;0;204500;False
0,035555555555555556;0,035555555555555556;0,046268381;0;0;59,981362140682265;10;360000;False
0,003618818;0,003618818;0,00193306;0;0;0;0;556259;False
0,048165138;0,048165138;0,12282204964856958;0;0;0;0;218000;True
0,116;0,116;0,1982350597796255;0;0;0;0;217000;False
0,036511156186612576;0,036511156186612576;0,21856005905003728;52,82239824567607;10;51,61405774713007;520;246500;True
0,352;0,352;0,9911365216540023;0;0;0;0;247000;True
0,7966666666666666;0,7966666666666666;0,20466643274919624;0;0;0;0;720000;True
0;0;0,6840972817696294;0;0;0;0;750720;True
0;0;0,040381658801888966;0;0;0;0;496716;False
0,016848365;0,016848365;0,6422206727060956;0;0;0;0;569076;True
0;0;0,001951899;0;0;0;0;799161;False
0;0;0,4306282864569099;0;0;0;0;1707200;True
0;0;0,11029727481599222;0;0;110,2645916965673;18;1705600;False
0;0;0,071337551;0;0;0;0;1704534;False
0;0;0,036951466519744285;0;0;0;0;1920000;False
0,004596527;0,004596527;0,017828238274008746;0;0;0;0;4965488;False
0;0;0,13045956131973968;46,63254395314254;3648;50,39240441341297;48;261042;True
0,10666666666666667;0,10666666666666667;0,7524676579953494;0;0;0;0;281250;True
0,010729614;0,010729614;0,48007928598069977;0;0;0;0;233000;False
0,042105263157894736;0,042105263157894736;0,4501235160475356;0;0;0;0;237500;True
0,042194093;0,042194093;0,24516826585397963;0;0;0;0;237000;True
0,9973009446693657;0,9973009446693657;0,002595765;0;0;0;0;732108;False
0,030120481927710843;0,030120481927710843;0,039668598;49,74942125788368;778;84,64917457;13;249000;True
0,001811594;0,001811594;0,3888493338477446;0;0;0;0;552000;True
0,015625;0,015625;0,003776162;0;0;0;0;415232;False
0;0;0,5466590368280945;0;0;0;0;634800;True
0,007;0,007;0,1225273171740393;0;0;0;0;1000000;True
0,001156069;0,001156069;0,002059864;0;0;0;0;598580;False
0;0;0,011979383609275645;0;0;0;0;558675;False
0,002751032;0,002751032;0,5376624065891497;0;0;0;0;727000;True
0,034391534;0,034391534;0,029519144;0;0;0;0;799470;True
0,4625;0,4625;0,8169495526508276;0;0;0;0;921600;True
0;0;0,23380935352190324;70,38277553;46;73,68763498;14;1712000;True
0;0;0,35988336115047864;0;0;0;0;1705600;True
0,1397748592870544;0,1397748592870544;0,29563449304739936;0;0;0;0;1705600;True
0;0;0,067875308;41,99064161;247;41,520451234812164;64656;6615000;True
0,025943396226415096;0,025943396226415096;0,5525898311575027;113,74952193606838;8;0;0;212000;False
0,106;0,106;0,6356335583766118;0;0;0;0;220000;True
0,007177033;0,007177033;1,3354541175285097;0;0;0;0;209000;False
0,002;0,002;0,5594850819778219;0;0;0;0;250000;False
0,001;0,001;0,005201385;0;0;0;0;667000;False
0;0;0,017644507;0;0;0;0;324900;False
0;0;0,2097523538171162;0;0;0;0;489600;True
0,6258278145695364;0,6258278145695364;0;0;0;0;0;307436;True
0;0;0,00432441;0;0;0;0;960000;False
0,013793103448275862;0,013793103448275862;0,43049858709913685;0;0;0;0;348000;True
0,8561797752808988;0,8561797752808988;0,1789007433872664;0;0;0;0;501960;True
0,9460269865067467;0,9460269865067467;0,7915781700020941;0;0;0;0;667000;True
0,00591716;0,00591716;0,6574173274880094;0;0;0;0;476580;True
0;0;0,002326688;0;0;0;0;593020;False
0;0;0,017250949;0;0;0;0;477144;False
0,26270136307311026;0,26270136307311026;0,6408860585237943;0;0;0;0;482586;True
0,003752345;0,003752345;0,6187832194348925;0;0;0;0;1705600;True
0,001606426;0,001606426;0,036373233;0;0;0;0;1867500;False
0,001606426;0,001606426;0,036373233;0;0;0;0;1867500;False
0,000416667;0,000416667;0,45061077323967336;0;0;0;0;7622400;True
0,45351473922902497;0,45351473922902497;0,2138061160439296;0;0;0;0;220500;True
0,4057649667405765;0,4057649667405765;0,24581584590636685;0;0;0;0;225500;True
0,034;0,034;0,6116207851091339;0;0;0;0;250000;False
0,662;0,662;0,5177911476754667;0;0;0;0;238500;True
0,00210084;0,00210084;0,20211354441656504;0;0;0;0;238000;False
0,5816831683168316;0,5816831683168316;0,6997993016324678;0;0;0;0;258964;True
0,0075;0,0075;0,017223137825049143;0;0;0;0;424000;False
0,002272727;0,002272727;0,7122588015440785;0;0;0;0;220000;False
0,172;0,172;0;0;0;0;0;250000;True
0,002721088;0,002721088;0,048838856673637306;0;0;0;0;400575;False
0,014104372355430184;0,014104372355430184;0,2293256431738339;0;0;0;0;453760;True
1;1;0,7693594941112564;0;0;0;0;269568;True
0,001333333;0,001333333;0,1783767332640982;0;0;0;0;357000;False
0,001041667;0,001041667;0,006215749;0;0;0;0;563520;False
0,11514195583596215;0,11514195583596215;0,7346202167543142;0;0;0;0;634000;True
0,045685279;0,045685279;0,7859568161038156;0;0;0;0;1103200;True
0,005;0,005;0,20886742459471241;0;0;0;0;1920000;False
0,00093985;0,00093985;0,6400071399282593;0;0;0;0;1702400;True
0,3;0,3;0,19201797390680164;0;0;0;0;1920000;True
0;0;0,17138470115731333;0;0;0;0;2457600;True
0,02;0,02;0,2581475903501857;0;0;0;0;250000;False
0,19;0,19;0,47884494913183245;0;0;0;0;209500;True
0,097560976;0,097560976;0,033594121;0;0;0;0;225500;False
0,006;0,006;0,4048536504307109;0;0;0;0;223000;False
0;0;0,17751213439284605;0;0;0;0;235000;True
0,038;0,038;0,19348763116595338;0;0;0;0;240000;False
0;0;0,5773740098716377;0;0;0;0;518400;True
0;0;0,014378093082774763;0;0;0;0;250000;False
0,005018821;0,005018821;0,028726245554471657;0;0;0;0;448711;False
0,001187648;0,001187648;0,006581617;0;0;0;0;505200;False
0,002123142;0,002123142;0,002065815;0;0;0;0;602880;False
0,18458781362007168;0,18458781362007168;0,0975038;0;0;0;0;1062432;True
0,21621621621621623;0,21621621621621623;0,13221632569248246;0;0;0;0;930217;True
0,031725888324873094;0,031725888324873094;0,7690979233047829;0;0;0;0;1103200;True
0;0;0,081564733;0;0;0;0;1651500;False
0;0;0,14287951967988208;0;0;0;0;1456920;True
0;0;0,32805305773814436;0;0;0;0;1707200;False
0,2013888888888889;0,2013888888888889;0,7238914755500053;0;0;0;0;2359296;True
1;1;0,8348403258703462;0;0;0;0;4623128;True
0,001217532;0,001217532;0,0089549;0;0;0;0;4987136;False
0,008;0,008;0,5860357822725742;0;0;0;0;220000;False
0,416;0,416;0,6221032091053886;0;0;0;0;247000;True
0,016;0,016;0,19802488245306904;51,821745964255044;18;55,26552395727572;512;250000;True
0,47291666666666665;0,47291666666666665;0,15534351379855718;0;0;0;0;240000;True
0,016494845360824743;0,016494845360824743;0,032881419146281884;0;0;0;0;242500;False
0,001272265;0,001272265;0,7885314082765883;0;0;0;0;432300;True
1;1;0,2296700732201602;0;0;0;0;226000;True
0,13344316309719934;0,13344316309719934;0,5834787699812547;0;0;0;0;492277;True
0,022172949002217297;0,022172949002217297;0,35639990297109275;0;0;0;0;225500;False
0,20647773279352227;0,20647773279352227;0,7907509675839327;0;0;0;0;247000;True
0,002192982;0,002192982;0,020274271;0;0;0;0;364800;False
0,001718213;0,001718213;0,003363122;0;0;0;0;595968;False
0,6144278606965174;0,6144278606965174;0,3376987441262504;0;0;0;0;453456;True
0;0;0,007686062;0;0;0;0;494760;False
0,001364256;0,001364256;0,001959828;0;0;0;0;537289;False
1;1;0,7909262165256482;0;0;0;0;545920;True
0;0;0;0;0;0;0;712500;False
0;0;0,001234069;0;0;0;0;756000;False
0,004109589;0,004109589;0;0;0;20,288537835416072;8;799350;False
0,001874414;0,001874414;0,1613461204495382;0;0;0;0;1707200;False
0,124;0,124;0,9451080885405062;0;0;0;0;234000;True
0,012;0,012;0,037278645;0;0;0;0;250000;False
1;1;0,46323562090175124;0;0;0;0;242000;True
0,2151029748283753;0,2151029748283753;0,41348987496774553;0;0;0;0;218500;True
1;1;0,8300836639325838;0;0;0;0;248000;True
0,8295880149812734;0,8295880149812734;0,8562893378493343;0;0;0;0;427200;True
0;0;0,018571977;0;0;0;0;449508;False
0;0;0,011247134535972203;0;0;0;0;461600;False
0;0;0,007958713;0;0;0;0;397620;False
0,002105263;0,002105263;0,7091075680554995;0;0;0;0;486400;True
0,035580524344569285;0,035580524344569285;0,5851913868384938;0;0;0;0;427200;True
0;0;0,015187514710345367;0;0;0;0;506700;False
0,4307116104868914;0,4307116104868914;0,21999495578690442;0;0;0;0;427200;True
0;0;0,00095236;0;0;0;0;798790;False
0;0;0,042998804;0;0;0;0;489300;False
0,39828431372549017;0,39828431372549017;0,2583510286957183;0;0;0;0;571200;True
0,096532334;0,096532334;0,8184550276249659;0;0;0;0;1707200;True
0,7619791666666667;0,7619791666666667;0,19216176612038807;0;0;0;0;2073600;True
0;0;0,037302305145133045;0;0;0;0;2016000;False
0,004524887;0,004524887;0,5960089476986642;0;0;0;0;2999633;True
0,002369668;0,002369668;2,0952143004104893;0;0;59,92893950062588;21;211000;True
0,6206185567010309;0,6206185567010309;0,5944830245635894;0;0;0;0;242500;True
0,035164835164835165;0,035164835164835165;0,13399866381006167;0;0;0;0;227500;False
0,1775;0,1775;0,084769449;0;0;0;0;480000;True
0,046;0,046;0,21507970017472314;0;0;0;0;250000;False
1;1;0,8362206010899339;0;0;0;0;248000;True
0,9610705596107056;0,9610705596107056;0,8975212237462041;0;0;0;0;540054;True
0,003831418;0,003831418;0,3504685275416692;0;0;0;0;380016;True
0;0;0,012332860436137462;0;0;0;0;657800;False
0;0;0,003710954;0;0;0;0;780520;False
0,001851852;0,001851852;0,45762936485612055;0;0;0;0;930960;True
0;0;0,087673279;0;0;0;0;656640;True
0;0;3,837068931569256E-05;0;0;0;0;799596;False
0,001027749;0,001027749;0,7490363071768593;0;0;0;0;789103;True
0;0;0,050755372;51,640033060824884;24;43,36652684113799;2672;699380;True
0;0;0,012281392928933507;0;0;0;0;807600;False
0;0;0,091585718;0;0;0;0;1708800;False
0;0;0,27855403162732767;0;0;0;0;1707200;True
0;0;0,005837191;0;0;0;0;2077500;False
1;1;0,8381404971086756;0;0;0;0;5752208;True
1;1;0,5376709527342182;0;0;0;0;205500;True
0,2736842105263158;0,2736842105263158;0,25568772662011396;0;0;0;0;324900;True
0,026490066225165563;0,026490066225165563;0,07294985;0;0;0;0;308040;False
0,5797101449275363;0,5797101449275363;0,252362899;0;0;0;0;264960;True
0;0;0,10289728555949178;0;0;0;0;412200;True
0;0;0,000392248;0;0;0;0;790230;False
0,5264116575591985;0,5264116575591985;0,3992947588113553;0;0;0;0;535824;True
0,002272727;0,002272727;0,04938812;0;0;0;0;633600;False
0,10787992495309569;0,10787992495309569;0,36899169775782265;0;0;0;0;1705600;True
0,009927798;0,009927798;0,4087870081749849;0;0;0;0;1637624;True
0,001872659;0,001872659;0,2598660202051109;0;0;0;0;1708800;False
0,005415162;0,005415162;0,025232694;0;0;0;0;1637624;False
0,00078125;0,00078125;0,00480926;0;0;66,12075241366436;13;2457600;False
0;0;0,025471335573264132;0;0;0;0;2359296;False
0;0;0,005091063;0;0;0;0;2552723;False
0,010983524712930605;0,010983524712930605;0,29842612059514173;0;0;0;0;5079608;True
0;0;0,13268762148956084;0;0;0;0;6016000;True
0,5083039758429794;0,5083039758429794;0,1363053979684694;0;0;0;0;5039032;True
0;0;0,006680098;0;0;0;0;10077696;False
0;0;0,006680098;0;0;0;0;10077696;False
0,092;0,092;0,067511335;0;0;0;0;250000;False
0,004728132;0,004728132;0,2498941077256728;0;0;0;0;211500;False
0,118;0,118;0,043443984331783515;0;0;0;0;231000;False
0,08;0,08;0,067893873;0;0;0;0;229500;False
0,028;0,028;0,9637088891962232;0;0;0;0;199000;False
0,008639309;0,008639309;0,41123804141361014;0;0;0;0;231500;True
0,22;0,22;0,1602939211164193;0;0;0;0;235000;True
0,009633911;0,009633911;0,027089572354726657;24,03681694;9;0;0;337350;False
0,001388889;0,001388889;0,002571022;82,89936689;104;0;0;432000;True
0,114;0,114;0,2006301925858143;0;0;0;0;250000;False
0;0;0,24513317592831843;0;0;0;0;505856;True
0,001254705;0,001254705;0,030093387951780588;80,29637199627646;11;43,374384616192096;1016;449508;True
0,033333333;0,033333333;0,001963103;85,14622543715124;10;52,61277301794598;1160;519360;True
0;0;0,6484180271116378;0;0;0;0;720000;True
0;0;0,16789457726981585;53,89725035988633;6652;58,94185718268579;74;1103200;True
0,004541326;0,004541326;0,004578457;0;0;0;0;1651500;False
0,000937207;0,000937207;0,24096073370650473;0;0;0;0;1707200;False
0,005415162;0,005415162;0,025232694;0;0;0;0;1637624;False
0,9267935578330894;0,9267935578330894;0,2038378972389923;0;0;0;0;1789460;True
0,001465201;0,001465201;0,093238457;0;0;0;0;2795520;True
0,046;0,046;0,24765167425537793;0;0;0;0;245500;True
0,5810055865921788;0,5810055865921788;0,3057773051897727;0;0;0;0;224108;True
0,27807486631016043;0,27807486631016043;0,22097297245286715;0;0;0;0;187000;True
0;0;0,036336273;0;0;0;0;234135;False
0,048;0,048;0,9420019675865262;0;0;0;0;187500;True
0,0925;0,0925;0,28459805217151435;0;0;0;0;200000;True
0,047732697;0,047732697;0,2520340996092106;0;0;0;0;209500;False
0,001180638;0,001180638;0,005908783;0;0;0;0;504812;False
0,26535087719298245;0,26535087719298245;0,5421860385921357;0;0;0;0;369816;True
0,36946386946386944;0,36946386946386944;0,6300870388501121;0;0;0;0;483912;True
0,0025;0,0025;0,7033216737314163;0;0;0;0;441600;True
0,003703704;0,003703704;0,7252815836161769;0;0;0;0;584820;True
0;0;0,3753885484179437;0;0;0;0;523095;True
0;0;0,27572799;0;0;0;0;589824;True
1;1;0,8645340015335758;0;0;0;0;1710400;True
0;0;0,001861006;0;0;0;0;4915200;False
0;0;0,001861006;0;0;0;0;4915200;False
0;0;0,005274196;0;0;0;0;4915200;False
0;0;0,001861006;0;0;0;0;4915200;False
0,000520833;0,000520833;0,5348815259246452;0;0;0;0;4915200;True
0,1762114537444934;0,1762114537444934;0,19121913443964603;0;0;0;0;227000;True
0,882;0,882;0,9663280631129018;0;0;0;0;234500;True
0,6553191489361702;0,6553191489361702;0,5009650660210037;0;0;0;0;235000;True
0,006;0,006;0,6216943309697536;0;0;0;0;243000;True
0,292;0,292;0,2561444037083497;0;0;0;0;232000;True
0,014;0,014;0,536758405;0;0;0;0;249000;True
0,042;0,042;0,5195449961240874;0;0;0;0;250000;True
0,006818182;0,006818182;0,7023186041212273;0;0;0;0;220000;True
0;0;0,19484917955526568;0;0;0;0;481500;True
0,2842377260981912;0,2842377260981912;0,019441206415206674;77,61201575623996;200;0;0;375003;True
0,10913705583756345;0,10913705583756345;0,006466833;0;0;0;0;319534;False
0,005633803;0,005633803;0,017502548334327763;0;0;0;0;374880;False
0,003552398;0,003552398;0,00780606;0;0;0;0;563000;False
0;0;0,022887094;0;0;0;0;564880;False
0,021111111111111112;0,021111111111111112;0,15009713636110736;0;0;0;0;648000;True
0;0;0,000186004;0;0;0;0;1458000;False
0,000907441;0,000907441;0,010290954;0;0;0;0;1653000;False
0;0;0,023346341285437906;50,40987133;13518;62,42574254085271;93;2160000;True
0,002777778;0,002777778;0,4918397410800209;0;0;0;0;2592000;True
0,9760919540229885;0,9760919540229885;0,21708543381213286;0;0;0;0;4915500;True
0,006;0,006;0,030685934;0;0;0;0;250000;False
0;0;0,5465634451137689;0;0;0;0;380250;True
0,016;0,016;1,275743272;66,12450156437546;18;68,67404696235928;113;187500;True
0,018;0,018;0,7864819673951203;0;0;0;0;200000;False
0,036319613;0,036319613;0,33190764908503406;0;0;0;0;206500;False
0,01;0,01;0,3155106464492261;0;0;0;0;250000;True
0,005031447;0,005031447;0,1418574064787533;0;0;0;0;448380;True
0,1349112426035503;0,1349112426035503;0,13759749542121888;0;0;0;0;476580;True
0,004;0,004;0,21924453389515253;54,86152540281082;2251;65,21875134854244;38;247000;True
0,012032085561497326;0,012032085561497326;0,003526646;0;0;0;0;448800;False
0,004237288;0,004237288;0,009741881;0;0;0;0;373824;False
0;0;0,017191535034195782;0;0;0;0;384000;False
0;0;0,000207523;0;0;0;0;614400;False
0,2072936660268714;0,2072936660268714;0,3597580482778982;0;0;0;0;416800;True
0;0;0,12641336898358013;41,47167865430815;3944;42,187065350293864;40;514059;True
0,031484257871064465;0,031484257871064465;0,6617323758767155;0;0;0;0;667000;True
0;0;0,073682692;49,192630795043755;10696;55,06330130100385;77;798655;True
0;0;0,34860060207325877;0;0;0;0;797970;True
0,001269036;0,001269036;0,066605955;0;0;0;0;1103200;False
0;0;0,12421205351129239;0;0;0;0;4317600;False
0,056;0,056;0,33769093104081865;0;0;0;0;242000;True
0,063414634;0,063414634;0,890307548;0;0;0;0;205000;True
0,6;0,6;0,5470152459012627;0;0;0;0;227500;True
0,011180124223602485;0,011180124223602485;0,015519239551387546;0;0;0;0;454020;False
0,14030612244897958;0,14030612244897958;0,20922818273746238;0;0;0;0;196000;False
0,006410256;0,006410256;0,3082195688472025;0;0;0;0;234000;False
0;0;0,009572;0;0;0;0;582646;False
0,13541666666666666;0,13541666666666666;0,40174719662506625;0;0;0;0;278400;True
0,018232819;0,018232819;0,009788358;0;0;0;0;348657;False
0;0;0,290439045;0;0;0;0;280000;True
0;0;0,017345942200671326;0;0;0;0;450000;False
0,029090909;0,029090909;0,007377532;39,89699161230012;45;58,66430361943274;2976;412500;True
0,001851852;0,001851852;0,002483903;0;0;0;0;656640;False
0;0;0;0;0;0;0;759907;False
0,00625;0,00625;0,3250612551613617;0;0;0;0;623040;True
0,001015228;0,001015228;0,000372662;0;0;0;0;815580;False
0,151;0,151;0,41305458847982357;0;0;0;0;1600000;True
0,385625;0,385625;0,3191385301148013;0;0;0;0;1800000;True
