ChiSqrHorizontalRelativeVolume;RsRelativeVolume;KzhaHorizontalThreshold;KzhaHorizontalBitsVolume;Noise;Sharpness;Blur;Contrast;EntropyShennon;EntropyRenyi11;PixelsNum;IsDataHided
0,35735735735735735;0,7992666145869979;0;0;32,515773284247835;235;0,2413351267987375;0,5425865482708642;7,852733692564461;7,842109307576477;166500;True
1;0,9244889190814942;0;0;6,7627847447774005;210;0,41259543592616876;0,5200456506060558;7,271971609643319;7,235949119526824;166500;True
0,005376344;0,6943308442311796;52,36957229828043;397;4,992917692765435;198;0,6115262841238237;0,4299355907010799;7,110417246821298;7,044943002520649;186000;True
0,20266666666666666;0,24104348766692327;0;0;7,874491004884641;172;0,49978009675696683;0,556234389;7,2978665839106025;7,254083897438393;187500;True
0,005333333;0,2195825194825863;0;0;6,842399062251633;249;0,3001286951846518;0,764443191;7,066573813;6,910788762827707;187500;False
0;0,007637359;74,57853892;17;2,685803240655867;247;1,8845347779630077;0,31306732457722514;6,546315408602565;6,453690993830365;476580;True
0,31879543094496365;0,21405877308697666;0;0;1,4951857836410432;236;0,28234155852289006;0,7557943625090584;7,27450903;7,197437490252212;1540800;True
0;0,082022874;0;0;5,081765029;56;0,9079965705670463;0,5415874557154102;5,916982928;5,813307878;5009408;True
0,024024024024024024;0,22011280392748697;0;0;21,304664118283757;251;0,3561520180877544;0,6295129351959006;7,863329698454846;7,853403272108679;166500;False
0,5915915915915916;0,45393863279107666;0;0;18,015563854532957;219;0,2744635186057165;0,3974170094616112;7,640949246755454;7,612724836340403;166500;True
0,11731843575418995;0,11670447297644511;0;0;9,406358151340143;229;0,22604520651557142;0,5980015922960423;7,827693220477586;7,817864945460373;179000;False
0,304;0,3645142500819496;0;0;16,545709366287557;245;0,33400907079569164;0,6297662856032795;7,6824035994287625;7,655584264626693;187500;True
0,26666666666666666;0,5879087058380238;0;0;10,488193352968263;224;0,38739349261579487;0,6982801571220015;7,689110194225171;7,669312986278713;187500;True
0,39939024390243905;0,5755279251856187;0;0;13,418188715238262;244;0,2550595890741038;0,4439835582684779;7,479542917501148;7,445316329091476;164000;True
1;0,82731333;0;0;9,304752086147818;248;0,4427098090325174;0,48506681969323057;6,998439573196618;6,914273692184042;187500;True
0,054054054;0,3747390654877418;0;0;16,989071966939996;242;0,27798183518087144;0,5022550821424782;7,576389051796463;7,5506417532785965;166500;True
0,16286644951140064;0,182173023;0;0;29,726726780928924;235;0,24588837788956394;0,4452255166133242;7,5831067763455975;7,554022598;153500;False
0,44744744744744747;0,1601287592973768;0;0;16,969962121865255;237;0,28026953007287536;0,39595603206351654;7,709703452506081;7,690661599638086;166500;True
0,3757396449704142;0,20495465100621946;0;0;11,944181397931725;137,17871555019022;0,42641448497212014;0,28258615640690976;6,303118047080924;6,244566933566097;169000;True
0,17866666666666667;0,318156411;0;0;13,897213602072942;240;0,3399898819011694;0,47452114079474794;6,662674807503597;6,518239205593741;187500;True
0,021341463414634148;0,28423139263971636;0;0;10,248971000597669;220;0,2870485111982469;0,5651073609578885;7,134589480476876;7,084289619395759;164000;True
0,058;0,21837774435258858;0;0;11,548505499400394;247;0,375552201;0,7227349437084525;7,466792515403778;7,435781563414264;202500;False
1;0,7130021874226783;0;0;8,082956271639272;241;0,3825841989673499;0,5682214575352512;7,031910923;6,968311893930897;188500;True
0,078078078;0,44201497540484175;0;0;15,699002344144427;250;0,2582087908849833;0,5749362454111284;7,269484618328542;7,141666758107708;166500;True
0,98375;0,4856983882341758;0;0;6,167772085708319;112;1,2401585681185268;0,40051752975446936;7,262458541262416;7,213586294;426400;True
0,38005390835579517;0,2218699525831674;0;0;0,14647083663286026;90,50966799187808;1,1465258489790358;0,4757537061327403;4,675732304546742;4,250855938365418;890400;True
0,059959349593495935;0,8937318852101965;0;0;11,185801852136517;252;0,19122462540177756;0,5296677276869328;7,558440112864905;7,485604330283242;1279200;True
0,001023541;0,611124339;0;0;17,37222628400383;234;0,38494175938139513;0,5573112570104269;7,904473288298673;7,896139915367343;1562223;True
0,002994012;0,2928283141848452;0;0;10,825424001568994;248;0,23684919655645048;0,9465001805659198;7,437270064;7,380642671;167000;False
0,896;0,8743911897103859;0;0;4,530760116771669;194;0,3771046516366959;0,5003788991450232;7,604520099255926;7,5870257788949305;166500;True
0,12912912912912913;0,6904274140842781;0;0;6,659595029293129;249;0,9846303053239683;0,3681772603192183;6,659355973474488;6,633507695921914;166500;True
0,006;0,26571552924929875;0;0;18,00053622051716;240;0,2356132184624105;0,5368468639750249;7,8004770789078846;7,785015173975758;168000;False
0,003003003;0,12608027335071478;0;0;5,560893996307931;251;0,31556024736881394;0,7019694514334782;7,686344366395997;7,669709995657375;166500;False
0,3343108504398827;0,15417517245759632;0;0;11,553981923652875;170;0,3583099538716702;0,29765492834618057;7,251312670703097;7,210989361624284;170500;True
0,112;0,069581045;0;0;9,376658165580874;228;0,4321222387388342;0,634572284;7,436741985229737;7,388133333364615;187500;True
0,012;0,23048200527101828;0;0;7,012970656339514;252;0,2161603096691924;0,5917817615227147;7,5316406813038155;7,503213394758731;183500;False
0,46130952380952384;0,18140608081369666;0;0;16,317571936700762;252;0,30691658445632125;0,5813136152745731;7,489995226169867;7,453449842491046;168000;True
0,002816901;0,3067896032833483;0;0;8,789732077900831;248;0,3238135198991853;0,7001264463094751;7,676118541527539;7,6465402680767305;177500;False
0,24324324324324326;0,5853762687480701;0;0;18,160131334533805;247;0,17708395374745675;0,5170490486935105;7,827035123;7,8173884455576985;166500;True
0,014;0,29553521315879266;0;0;22,93558680037531;222;0,20819760891601918;0,5809942707062163;7,806712426370839;7,788818616414788;166500;False
0,002;0,094426392;0;0;14,277175470143149;199;0,3456992250806219;0,5820142063682402;7,703597557159701;7,6731695834148335;187500;False
0,044198895;0,3614552410314438;0;0;7,7561001037350135;251;0,2564883765413295;0,6228295082743434;7,384185593412028;7,3276510154954915;181000;True
0,008;0,076050609;0;0;15,231042999952063;237;0,29041086554832907;0,7338190657851752;7,7404435855821925;7,714395820360808;187500;True
0;0,40337133816114673;0;0;22,07697978779207;215;0,29255729796867663;0,4482815807231039;7,663474062233757;7,640036843647692;585480;True
0;0,004828513;0;0;22,08570981532902;215;0,29261783205637554;0,4437697456657272;7,668161525908853;7,64537681;585480;False
0,4895470383275261;0,11705574517155266;0;0;22,08570981532902;215;0,2925994059866819;0,4469970166815836;7,670412947131006;7,647688423683576;585480;True
0;0,082262351;0;0;5,947630784024658;237;0,38331777339744477;0,6132848469021775;7,6867249564679545;7,671005906;1707200;False
